review,sentiment,theme
wowslnwoooo wowwww amazing !!!!!!!!,POSITIVE,Other
wow appl,POSITIVE,Other
why do i have to change a pin number i use my finger print so dummy,NEGATIVE,Other
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",NEGATIVE,Transaction Speed
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",POSITIVE,UI/UX
Very easy and Fast.,POSITIVE,Other
Incomparably user-friendly and fast app for mobile banking.,NEGATIVE,Other
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",NEGATIVE,Customer Support
execellent,NEGATIVE,Other
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",POSITIVE,Other
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,NEGATIVE,Other
it is incredible product.,POSITIVE,Other
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",POSITIVE,Other
"It's an amazing app, experience it!!",POSITIVE,Other
This is the best banking app ever. I recommend everyone to use it.,POSITIVE,Other
It is the best application!!!,POSITIVE,Other
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",POSITIVE,Other
its features are so dynamic,POSITIVE,Other
fast &Friendly user Application.,POSITIVE,Other
"Fast, Reliable and User Friendly. Keep it Up",POSITIVE,Other
"#dashen super app is easy to use, secure & fast transaction😍",POSITIVE,Other
i love this app esp 3 click that make e-commerce easier and convinient.,POSITIVE,Other
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,POSITIVE,Customer Support
Great for everyday banking and payments on the go,POSITIVE,Other
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",POSITIVE,UI/UX
making transactions has never been easier. the new update is just amazing,POSITIVE,Other
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",POSITIVE,Other
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,POSITIVE,UI/UX
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,NEGATIVE,Other
Convenient!,POSITIVE,Other
It is an amazing application that meets the needs of customers.,POSITIVE,Customer Support
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,POSITIVE,Other
the best Supper App ever,POSITIVE,Other
"This is the best app ever, when is it planned to include digital lending and gasification?",POSITIVE,Other
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",POSITIVE,Other
Dashen bank is my number one choice,POSITIVE,Other
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,POSITIVE,Other
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",POSITIVE,UI/UX
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",POSITIVE,Other
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,POSITIVE,Other
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",POSITIVE,Other
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,POSITIVE,Other
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",POSITIVE,UI/UX
Easy to use and has many options. It is the best financial app I have ever used.,POSITIVE,Other
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",POSITIVE,Other
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",POSITIVE,Other
"This app has everything I was looking for, dashen is becoming a grandmaster.",POSITIVE,Other
Very convenient,POSITIVE,Other
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",POSITIVE,Other
wawwwww what nice super app !!keep it up dashen bank !!,POSITIVE,Other
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",POSITIVE,Other
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",POSITIVE,UI/UX
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",POSITIVE,Other
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",POSITIVE,Other
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,POSITIVE,Other
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",POSITIVE,UI/UX
Excellent app.,POSITIVE,Other
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,POSITIVE,Other
thanks again,POSITIVE,Other
Super Easy To Use and Fast Transaction.,POSITIVE,Other
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",POSITIVE,Other
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",POSITIVE,UI/UX
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",POSITIVE,Other
what an App,POSITIVE,Other
The new e-commerce feature is incredibly amazing and user friendly.,POSITIVE,Other
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",POSITIVE,Other
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",POSITIVE,UI/UX
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",POSITIVE,Customer Support
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",POSITIVE,Customer Support
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",POSITIVE,UI/UX
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",POSITIVE,Other
the chat banking and unique and only app that alow money request!!,NEGATIVE,Other
Better and inclusive app!,POSITIVE,Other
Amazing Application,POSITIVE,Other
It keep my time to pay my bills and I generate my satment easily,POSITIVE,Other
"It's an amazing app that is up-to-date with the times, wow wow",POSITIVE,Other
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,POSITIVE,Other
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",POSITIVE,UI/UX
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",POSITIVE,Other
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",POSITIVE,Customer Support
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",POSITIVE,Customer Support
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",POSITIVE,UI/UX
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,POSITIVE,Other
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",POSITIVE,Other
it's a hestorical app. in the bank industry.,NEGATIVE,Other
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",POSITIVE,Other
"easy &,simple to use",POSITIVE,Other
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",POSITIVE,Other
"All in one, that is it 👌",POSITIVE,Other
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",POSITIVE,Other
very easy and flexible app.,POSITIVE,Other
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",POSITIVE,Other
dashen super app is simple faster and reliable.,POSITIVE,Other
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",POSITIVE,UI/UX
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",POSITIVE,UI/UX
this app is the most simply to use and secure safe i love it to use for any bank transaction,POSITIVE,Other
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",POSITIVE,Other
An app with High performance and advanced features!,POSITIVE,Other
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",POSITIVE,UI/UX
"Good actually , but it have to WORK when developer option is on 🙏",NEGATIVE,Other
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",POSITIVE,Other
I appreciate that Dashen Bank takes lifestyle services into account.,POSITIVE,Other
keep it up!,POSITIVE,Other
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,POSITIVE,Other
very comfortable app keep it,POSITIVE,Other
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,POSITIVE,Customer Support
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",NEGATIVE,Other
easiness to use with fast response time,NEGATIVE,Other
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",POSITIVE,UI/UX
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",POSITIVE,UI/UX
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",POSITIVE,Other
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,POSITIVE,Other
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",POSITIVE,UI/UX
A fantastic product!! keep the good work.,POSITIVE,Other
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",POSITIVE,Other
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",POSITIVE,UI/UX
Dashen supper App is the most useful app for our customers,POSITIVE,Customer Support
it is the most amazing mobile app,POSITIVE,Other
A Good and fast supper app thanks for dashen bank,POSITIVE,Other
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",POSITIVE,Transaction Speed
Too best,POSITIVE,Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",POSITIVE,Other
To join digital world use supper app and make your life easy,POSITIVE,Other
best mobile banking application,POSITIVE,Other
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",POSITIVE,UI/UX
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,POSITIVE,Other
this is what we expect to get service Dashen Bank always like his slogan,NEGATIVE,Other
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",POSITIVE,Other
Dashen Super App gives me an amazing convenience and makes life easy.,POSITIVE,Other
excellent mobile banking app,POSITIVE,Other
Wow! like his name Super App...,POSITIVE,Other
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,POSITIVE,Other
convenient and fast,POSITIVE,Other
Best- in-class app.,POSITIVE,Other
I really like this amazing application and Dashen Supper app that has made my life easier.,POSITIVE,Other
Superb,POSITIVE,Other
"amazing features, faster and easy to use",POSITIVE,Other
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",POSITIVE,Other
Best App!,POSITIVE,Other
I love it. one of the best mobile banking app in the banking industry,POSITIVE,Other
I love this app,POSITIVE,Other
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,NEGATIVE,Other
waw no idea the best app.,NEGATIVE,Other
fast best app,POSITIVE,Other
Nice App,POSITIVE,Other
nice app ever,POSITIVE,Other
very disappointing app. Closes frequently and unstable in function,NEGATIVE,Other
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",NEGATIVE,Transaction Speed
nic app,POSITIVE,Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",POSITIVE,Other
So far so good! their in person customer service is amazing 👏,POSITIVE,Customer Support
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,NEGATIVE,Other
ምርጫዬ ነው,NEGATIVE,Other
It's bad for the connection and too many days are it that not working,NEGATIVE,Other
it's samart,POSITIVE,Other
"The app is not working properly, I have been using it.",NEGATIVE,Other
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",NEGATIVE,Transaction Speed
slow cumbersome,NEGATIVE,Transaction Speed
Is really 💀,POSITIVE,Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,NEGATIVE,Transaction Speed
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",NEGATIVE,Other
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",NEGATIVE,Account Access
proud by dashen bank,POSITIVE,Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,NEGATIVE,Other
real super up,POSITIVE,Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,NEGATIVE,Other
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,NEGATIVE,Other
tanku,NEGATIVE,Other
goood,NEGATIVE,Other
why does it ask me for both pin and opt even the opt is touch let alone both,NEGATIVE,Other
it is best app easy to use,POSITIVE,Other
It is very easy to use and powerful application.,POSITIVE,Other
this apps have a good feature but but some features like developer mode turn off irritate user,NEGATIVE,Other
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",POSITIVE,Other
wallahi very fantastic Bank,POSITIVE,Other
"Waw, It's amazing app. thank you Dashen Bank.",POSITIVE,Other
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",POSITIVE,Transaction Speed
Very good app that like it too. B/c it is very fast and easy to use.,POSITIVE,Other
best experiences,POSITIVE,Other
too slow to use.,NEGATIVE,Transaction Speed
the worst app in the market only good ui,NEGATIVE,UI/UX
nic,POSITIVE,Other
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,NEGATIVE,Other
thanks for all digital transaction,POSITIVE,Other
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",NEGATIVE,Customer Support
it's Be Come Busy &not working good,NEGATIVE,Other
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,NEGATIVE,Other
"best ever digital banking sector essay for understanding ,smart and convince for using",POSITIVE,Other
good and latest,POSITIVE,Other
The best App of all,POSITIVE,Other
Worst app ever,NEGATIVE,Other
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",NEGATIVE,App Stability
Naiycapp,POSITIVE,Other
The app is good but it has no USSD option,NEGATIVE,Other
Hey great,POSITIVE,Other
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,POSITIVE,Other
The app is good but it ask update every week so tiring,NEGATIVE,Other
It good and easy to use,POSITIVE,Other
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,NEGATIVE,Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",POSITIVE,Other
Wow Excellent app,POSITIVE,Other
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,NEGATIVE,Other
Add the option to send money to any telebirr account like amole does.,NEGATIVE,Other
It's best,POSITIVE,Other
no one dashen yichlal,NEGATIVE,Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,POSITIVE,Other
The speed is too slow. Need some improvements.,NEGATIVE,Transaction Speed
Fantastic app,POSITIVE,Other
I wish dark mode feature is add as an option but it's good app,POSITIVE,Other
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",POSITIVE,UI/UX
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",POSITIVE,UI/UX
ከጰነጨየጠ,NEGATIVE,Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",NEGATIVE,Transaction Speed
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,NEGATIVE,Other
No good,NEGATIVE,Other
Wow amazing app,POSITIVE,Other
best platform... Please avoid otp,POSITIVE,Other
Super smart app.,POSITIVE,Other
best 👍👍,POSITIVE,Other
I don't know what happens but the application is not send verification pass code you should fix that,NEGATIVE,Other
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,NEGATIVE,Other
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",POSITIVE,Other
Amazing and user friendly supper app and looking forward the additional features,POSITIVE,Other
it's amazing app i have seen ever,POSITIVE,Other
One star deducted for not to able to transfer to telebirr.,NEGATIVE,Other
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,NEGATIVE,Other
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,NEGATIVE,Other
Keep up the good work and pleas add water and electric utility payment,POSITIVE,Other
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,NEGATIVE,Other
"Simple, Fast and Easy ⭐⭐⭐🎉",POSITIVE,Other
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",NEGATIVE,Other
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,NEGATIVE,Other
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",POSITIVE,Other
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",POSITIVE,Other
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,NEGATIVE,Other
"Good app, bad security",POSITIVE,Other
On Transaction page only show sent Transaction. Try to include received transaction.,NEGATIVE,Other
Wonderful Application 😍,POSITIVE,Other
I loved it,POSITIVE,Other
አሁን ገና አንድ እርምጃ ቀደማችው,NEGATIVE,Other
I am so thankful for having this best app Dashen one step ahead,POSITIVE,Other
Not good this app,NEGATIVE,Other
Excellent app ever but it needs improvement on speed and transaction lists,NEGATIVE,Other
"It does not work functional ,",NEGATIVE,Other
all of dashen bank customers use the application it is good to use,POSITIVE,Customer Support
Gret experience,NEGATIVE,Other
All good we need more,POSITIVE,Other
"Dashen super app is easy to use, fast and robust",POSITIVE,Other
it was amazing app.....thank you dashen bank....,POSITIVE,Other
Dashen bank super app for easy life.,POSITIVE,Other
Excellent UI/UX and beyond Banking services👍👍,POSITIVE,UI/UX
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,NEGATIVE,Other
Just Wow,POSITIVE,Other
mobile banking to the next level,POSITIVE,Other
The first 3 star review is me,POSITIVE,Other
Is not working,NEGATIVE,Other
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",POSITIVE,Other
V good ❗️,POSITIVE,Other
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",POSITIVE,Other
I only see white page,NEGATIVE,Other
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,POSITIVE,Other
Amizing Application 😍,NEGATIVE,Other
Fastest and easy to use,POSITIVE,Other
ስም ብቻ 😏,NEGATIVE,Other
Exellent app with exellent banking system and exellent bank ever,NEGATIVE,Other
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,POSITIVE,Other
Needs some improvement,NEGATIVE,Other
Amazing super app,POSITIVE,Other
I hope it will be better than amole,POSITIVE,Other
Wly Super App ilove it ❤️ 😍 💖 💕,NEGATIVE,Other
Dashen yichalal. Ewnetem one step a head,NEGATIVE,Other
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,POSITIVE,Account Access
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",POSITIVE,Other
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,POSITIVE,Other
Pro max,POSITIVE,Other
The most good app and easy,POSITIVE,Other
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",POSITIVE,Other
Proud to be dashen family . Shout out to the serial entrepreneur 👏,POSITIVE,Other
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,POSITIVE,Other
Best app.,POSITIVE,Other
Better Move to catch the competition up👍,POSITIVE,Other
"Great job my home, my bank.",POSITIVE,Other
Always one step ahead! What a masterpiece.,POSITIVE,Other
Great App Well done Dashen Bank,POSITIVE,Other
Great!,POSITIVE,Other
"I love it but it has bugs during confirmation of password! So, please make it functional",POSITIVE,Account Access
Always one step forward,POSITIVE,Other
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",POSITIVE,Customer Support
Small size with vast features and functionalities.,POSITIVE,Other
Amazing app 👏 👌 Dashen bank one step a head,POSITIVE,Other
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",POSITIVE,Other
Dashen Bank Always One Step Ahead!,POSITIVE,Other
U can't create account,NEGATIVE,Other
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,POSITIVE,UI/UX
We will see it,POSITIVE,Other
Always one step a head!,POSITIVE,Other
"A lightweight,catchy and smooth app",POSITIVE,Other
Very impressive interface with best security feature and user friendly app.,POSITIVE,UI/UX
It is so far so good it has a unique features than telebirr good job Dashen,POSITIVE,Other
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",POSITIVE,Customer Support
This is My Bank!,POSITIVE,Other
"Truly, db => AlwaysOneStepAhead !!",NEGATIVE,Other
ALWAYS ONE STEP AHEAD,POSITIVE,Other
Well developed,POSITIVE,Other
oh nice!!! i wish it's very nice app,POSITIVE,Other
Really the app looks like amazing. I can't wait to activate in the morning.,POSITIVE,Other
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,POSITIVE,Other
Wow Dashen Super App 🚀🚀,POSITIVE,Other
